radius_m,w_lower,w_upper,component_id,component_name,rank,top3
250,0.09708737864077656,0.15624999999999958,139-010,Kunala,9,False
250,0.09708737864077656,0.15624999999999958,139-011,Jandial,11,False
250,0.09708737864077656,0.15624999999999958,139-012,Lalchak / Badalpur,17,False
250,0.09708737864077656,0.15624999999999958,139-013,Mohra Moradu,5,False
250,0.09708737864077656,0.15624999999999958,139-014,Pippala,3,True
250,0.09708737864077656,0.15624999999999958,139-015,Jaulian,1,True
250,0.09708737864077656,0.15624999999999958,139-016,Lalchak mounds,13,False
250,0.09708737864077656,0.15624999999999958,139-017,Bhallar,6,False
250,0.09708737864077656,0.15624999999999958,139-018,Giri Mosque / tombs,2,True
250,0.15624999999999958,0.19230769230769146,139-001,Khanpur Cave,11,False
250,0.15624999999999958,0.19230769230769146,139-003,Bhir Mound,16,False
250,0.15624999999999958,0.19230769230769146,139-004,Sirkap,15,False
250,0.15624999999999958,0.19230769230769146,139-005,Sirsukh,10,False
250,0.15624999999999958,0.19230769230769146,139-006,Dharmarajika,7,False
250,0.15624999999999958,0.19230769230769146,139-007,Khader Mohra,4,False
250,0.15624999999999958,0.19230769230769146,139-008,Kalawan,14,False
250,0.15624999999999958,0.19230769230769146,139-009,Giri complex,8,False
250,0.15624999999999958,0.19230769230769146,139-010,Kunala,9,False
250,0.15624999999999958,0.19230769230769146,139-011,Jandial,12,False
250,0.15624999999999958,0.19230769230769146,139-012,Lalchak / Badalpur,17,False
250,0.15624999999999958,0.19230769230769146,139-013,Mohra Moradu,5,False
250,0.15624999999999958,0.19230769230769146,139-014,Pippala,3,True
250,0.15624999999999958,0.19230769230769146,139-015,Jaulian,1,True
250,0.15624999999999958,0.19230769230769146,139-016,Lalchak mounds,13,False
250,0.15624999999999958,0.19230769230769146,139-017,Bhallar,6,False
250,0.15624999999999958,0.19230769230769146,139-018,Giri Mosque / tombs,2,True
250,0.19230769230769146,0.24096385542168644,139-001,Khanpur Cave,11,False
